 
  ,time,x,y,z
, 66.500, -0.481, 0.837, -0.893
, 66.550, -0.528, 0.876, -0.877
, 66.600, -0.512, 0.884, -0.893
, 66.650, -0.489, 0.860, -0.984
, 66.700, -0.536, 0.876, -0.877
, 66.750, -0.551, 0.899, -0.877
, 66.800, -0.481, 0.822, -0.910
, 66.850, -0.505, 0.868, -0.844
, 66.900, -0.505, 0.876, -0.893
, 66.950, -0.566, 0.783, -0.893
, 67.000, -0.505, 0.837, -0.910
, 67.050, -0.505, 0.845, -0.893
, 67.100, -0.520, 0.845, -0.877
, 67.150, -0.551, 0.876, -0.860
, 67.200, -0.543, 0.860, -0.901
, 67.250, -0.466, 0.837, -0.893
, 67.300, -0.505, 0.845, -0.868
, 67.350, -0.559, 0.860, -0.860
, 67.400, -0.520, 0.799, -0.926
, 67.450, -0.536, 0.884, -0.926
, 67.500, -0.505, 0.899, -0.827
, 67.550, -0.481, 0.791, -0.910
, 67.600, -0.590, 0.868, -0.918
, 67.650, -0.505, 0.845, -0.901
, 67.700, -0.536, 0.822, -0.910
, 67.750, -0.528, 0.899, -0.918
, 67.800, -0.481, 0.860, -0.885
, 67.850, -0.566, 0.938, -0.926
, 67.900, -0.536, 0.853, -0.860
, 67.950, -0.582, 0.791, -0.901
, 68.000, -0.512, 0.860, -0.934
, 68.050, -0.474, 0.907, -0.942
, 68.100, -0.489, 0.845, -0.918
, 68.150, -0.520, 0.884, -0.918
, 68.200, -0.582, 0.845, -0.901
, 68.250, -0.505, 0.853, -0.959
, 68.300, -0.474, 0.837, -0.893
, 68.350, -0.497, 0.853, -0.868
, 68.400, -0.528, 0.876, -0.967
, 68.450, -0.497, 0.868, -0.942
, 68.500, -0.512, 0.860, -0.918
, 68.550, -0.520, 0.845, -0.893
, 68.600, -0.489, 0.845, -0.959
, 68.650, -0.505, 0.891, -0.901
, 68.700, -0.512, 0.860, -0.918
, 68.750, -0.520, 0.860, -0.910
, 68.800, -0.505, 0.876, -0.934
, 68.850, -0.520, 0.868, -0.918
, 68.900, -0.489, 0.853, -0.918
, 68.950, -0.497, 0.876, -0.926
, 69.000, -0.497, 0.860, -0.926
, 69.050, -0.543, 0.845, -0.893
, 69.100, -0.536, 0.899, -0.934
, 69.150, -0.489, 0.876, -0.918
, 69.200, -0.497, 0.822, -0.926
, 69.250, -0.497, 0.776, -0.942
, 69.300, -0.505, 0.860, -0.918
, 69.350, -0.520, 0.884, -0.893
, 69.400, -0.458, 0.822, -0.959
, 69.450, -0.551, 0.853, -0.901
, 69.500, -0.512, 0.853, -0.918
, 69.550, -0.559, 0.884, -0.885
, 69.600, -0.512, 0.853, -0.934
, 69.650, -0.458, 0.884, -0.942
, 69.700, -0.505, 0.884, -0.901
, 69.750, -0.536, 0.884, -0.926
, 69.800, -0.582, 0.822, -0.918
, 69.850, -0.543, 0.907, -0.926
, 69.900, -0.481, 0.876, -0.885
, 69.950, -0.512, 0.868, -0.910
, 70.000, -0.551, 0.860, -0.893
, 70.050, -0.497, 0.822, -0.910
, 70.100, -0.520, 0.853, -0.926
, 70.150, -0.512, 0.868, -0.885
, 70.200, -0.497, 0.853, -0.926
, 70.250, -0.489, 0.860, -0.975
, 70.300, -0.505, 0.806, -0.877
, 70.350, -0.520, 0.860, -0.910
, 70.400, -0.497, 0.860, -0.918
, 70.450, -0.505, 0.891, -0.893
, 70.500, -0.505, 0.884, -0.893
, 70.550, -0.505, 0.853, -0.910
, 70.600, -0.512, 0.791, -0.926
, 70.650, -0.536, 0.884, -0.918
, 70.700, -0.505, 0.891, -0.926
, 70.750, -0.481, 0.822, -0.942
, 70.800, -0.536, 0.822, -0.926
, 70.850, -0.528, 0.860, -0.893
, 70.900, -0.489, 0.845, -0.918
, 70.950, -0.497, 0.868, -0.910
, 71.000, -0.497, 0.876, -0.934
, 71.050, -0.520, 0.799, -0.926
, 71.100, -0.551, 0.845, -0.992
, 71.150, -0.497, 0.830, -0.951
, 71.200, -0.497, 0.876, -0.844
, 71.250, -0.505, 0.868, -0.951
, 71.300, -0.520, 0.822, -0.934
, 71.350, -0.520, 0.830, -0.926
, 71.400, -0.520, 0.853, -0.910
, 71.450, -0.512, 0.860, -0.918
, 71.500, -0.512, 0.868, -0.951
, 71.550, -0.528, 0.868, -0.984
, 71.600, -0.512, 0.853, -0.951
, 71.650, -0.551, 0.876, -0.893
, 71.700, -0.520, 0.891, -0.992
, 71.750, -0.474, 0.853, -1.033
, 71.800, -0.520, 0.853, -0.951
, 71.850, -0.543, 0.891, -0.893
, 71.900, -0.497, 0.860, -0.942
, 71.950, -0.458, 0.837, -1.016
, 72.000, -0.536, 0.830, -1.016
, 72.050, -0.551, 0.845, -0.975
, 72.100, -0.528, 0.837, -1.025
, 72.150, -0.489, 0.845, -1.025
, 72.200, -0.505, 0.899, -1.008
, 72.250, -0.528, 0.876, -0.984
, 72.300, -0.520, 0.845, -0.951
, 72.350, -0.551, 0.891, -1.000
, 72.400, -0.474, 0.845, -0.992
, 72.450, -0.505, 0.876, -0.992
, 72.500, -0.466, 0.860, -0.992
, 72.550, -0.559, 0.860, -1.033
, 72.600, -0.505, 0.814, -1.000
, 72.650, -0.528, 0.884, -1.000
, 72.700, -0.489, 0.868, -0.959
, 72.750, -0.505, 0.876, -0.951
, 72.800, -0.505, 0.868, -0.984
, 72.850, -0.489, 0.860, -0.975
, 72.900, -0.512, 0.860, -0.967
, 72.950, -0.505, 0.860, -0.975
, 73.000, -0.512, 0.868, -0.926
, 73.050, -0.505, 0.853, -0.901
, 73.100, -0.497, 0.884, -0.893
, 73.150, -0.466, 0.860, -0.877
, 73.200, -0.497, 0.860, -0.860
, 73.250, -0.543, 0.845, -0.860
, 73.300, -0.528, 0.845, -0.852
, 73.350, -0.512, 0.860, -0.893
, 73.400, -0.505, 0.891, -0.901
, 73.450, -0.451, 0.845, -0.910
, 73.500, -0.512, 0.868, -0.910
, 73.550, -0.512, 0.853, -0.901
, 73.600, -0.505, 0.860, -0.893
, 73.650, -0.474, 0.860, -0.868
, 73.700, -0.474, 0.876, -0.885
, 73.750, -0.466, 0.837, -0.860
, 73.800, -0.559, 0.899, -0.901
, 73.850, -0.512, 0.876, -0.934
, 73.900, -0.458, 0.907, -0.877
, 73.950, -0.427, 0.853, -0.893
, 74.000, -0.481, 0.814, -0.918
, 74.050, -0.481, 0.845, -0.951
, 74.100, -0.481, 0.891, -0.877
, 74.150, -0.420, 0.868, -0.918
, 74.200, -0.396, 0.992, -0.951
, 74.250, -0.451, 0.884, -0.934
, 74.300, -0.489, 0.891, -0.910
, 74.350, -0.505, 0.876, -0.910
, 74.400, -0.466, 0.868, -0.934
, 74.450, -0.451, 0.884, -0.959
, 74.500, -0.474, 0.876, -0.975
, 74.550, -0.481, 0.891, -0.926
, 74.600, -0.481, 0.868, -0.951
, 74.650, -0.481, 0.884, -0.975
, 74.700, -0.466, 0.884, -1.008
, 74.750, -0.489, 0.891, -1.016
, 74.800, -0.474, 0.884, -1.033
, 74.850, -0.466, 0.860, -1.033
, 74.900, -0.489, 0.884, -1.025
, 74.950, -0.481, 0.907, -0.951
, 75.000, -0.474, 0.868, -1.025
, 75.050, -0.481, 0.884, -0.992
, 75.100, -0.466, 0.907, -0.959
, 75.150, -0.489, 0.860, -1.041
, 75.200, -0.458, 0.884, -1.008
, 75.250, -0.474, 0.884, -0.992
, 75.300, -0.481, 0.884, -1.008
, 75.350, -0.474, 0.884, -1.000
, 75.400, -0.489, 0.891, -0.984
, 75.450, -0.489, 0.868, -1.025
, 75.500, -0.474, 0.876, -1.000
, 75.550, -0.451, 0.914, -1.000
, 75.600, -0.481, 0.884, -1.008
, 75.650, -0.481, 0.860, -0.992
, 75.700, -0.474, 0.884, -0.992
, 75.750, -0.497, 0.914, -0.942
, 75.800, -0.466, 0.891, -0.951
, 75.850, -0.474, 0.860, -1.049
, 75.900, -0.489, 0.891, -0.942
, 75.950, -0.474, 0.884, -0.984
, 76.000, -0.505, 0.876, -0.942
, 76.050, -0.404, 0.914, -0.918
, 76.100, -0.458, 0.837, -0.934
, 76.150, -0.497, 0.868, -1.008
, 76.200, -0.597, 0.837, -0.984
, 76.250, -0.489, 0.860, -0.992
, 76.300, -0.481, 0.822, -0.951
, 76.350, -0.427, 0.837, -0.967
, 76.400, -0.458, 0.884, -0.901
, 76.450, -0.396, 0.961, -0.688
, 76.500, -0.404, 0.837, -0.819
, 76.550, -0.474, 0.860, -0.975
, 76.600, -0.512, 0.860, -0.860
, 76.650, -0.481, 0.845, -0.893
, 76.700, -0.458, 0.868, -0.852
, 76.750, -0.466, 0.891, -0.885
, 76.800, -0.474, 0.884, -0.901
, 76.850, -0.466, 0.884, -0.901
, 76.900, -0.474, 0.845, -0.893
, 76.950, -0.474, 0.884, -0.901
, 77.000, -0.466, 0.884, -0.844
, 77.050, -0.466, 0.891, -0.901
, 77.100, -0.466, 0.868, -0.885
, 77.150, -0.466, 0.876, -0.893
, 77.200, -0.474, 0.884, -0.877
, 77.250, -0.458, 0.884, -0.893
, 77.300, -0.466, 0.876, -0.893
, 77.350, -0.466, 0.884, -0.877
, 77.400, -0.466, 0.876, -0.885
, 77.450, -0.458, 0.884, -0.877
, 77.500, -0.466, 0.884, -0.877
, 77.550, -0.458, 0.876, -0.885
, 77.600, -0.474, 0.884, -0.885
, 77.650, -0.466, 0.876, -0.893
, 77.700, -0.466, 0.876, -0.877
, 77.750, -0.466, 0.884, -0.885
, 77.800, -0.466, 0.876, -0.893
, 77.850, -0.458, 0.868, -0.893
, 77.900, -0.474, 0.891, -0.885
, 77.950, -0.458, 0.884, -0.910
, 78.000, -0.474, 0.876, -0.918
, 78.050, -0.474, 0.884, -0.910
, 78.100, -0.474, 0.876, -0.910
, 78.150, -0.466, 0.876, -0.918
, 78.200, -0.458, 0.884, -0.910
, 78.250, -0.466, 0.876, -0.926
, 78.300, -0.474, 0.884, -0.934
, 78.350, -0.466, 0.884, -0.901
, 78.400, -0.474, 0.884, -0.926
, 78.450, -0.474, 0.876, -0.926
, 78.500, -0.474, 0.868, -0.918
, 78.550, -0.474, 0.876, -0.926
, 78.600, -0.474, 0.884, -0.926
, 78.650, -0.474, 0.876, -0.926
, 78.700, -0.474, 0.876, -0.934
, 78.750, -0.474, 0.884, -0.918
, 78.800, -0.474, 0.884, -0.918
, 78.850, -0.481, 0.884, -0.926
, 78.900, -0.474, 0.884, -0.901
, 78.950, -0.458, 0.884, -0.934
, 79.000, -0.474, 0.876, -0.918
, 79.050, -0.474, 0.891, -0.910
, 79.100, -0.466, 0.876, -0.918
, 79.150, -0.474, 0.891, -0.926
, 79.200, -0.458, 0.868, -0.910
, 79.250, -0.474, 0.876, -0.877
, 79.300, -0.466, 0.876, -0.885
, 79.350, -0.466, 0.868, -0.885
, 79.400, -0.466, 0.876, -0.901
, 79.450, -0.466, 0.876, -0.885
, 79.500, -0.466, 0.891, -0.877
, 79.550, -0.466, 0.884, -0.885
, 79.600, -0.466, 0.891, -0.860
, 79.650, -0.474, 0.860, -0.877
, 79.700, -0.427, 0.837, -0.885
, 79.750, -0.505, 0.899, -0.844
, 79.800, -0.458, 0.899, -0.910
, 79.850, -0.412, 0.876, -0.893
, 79.900, -0.466, 0.853, -0.910
, 79.950, -0.427, 0.914, -0.901
, 80.000, -0.497, 0.860, -0.992
, 80.050, -0.466, 0.884, -0.868
, 80.100, -0.443, 0.899, -0.910
, 80.150, -0.536, 0.860, -0.918
, 80.200, -0.412, 0.868, -0.918
, 80.250, -0.427, 0.845, -0.794
, 80.300, -0.474, 0.853, -0.984
, 80.350, -0.505, 0.853, -0.951
, 80.400, -0.528, 0.860, -0.893
, 80.450, -0.466, 0.853, -0.951
, 80.500, -0.389, 0.945, -0.934
, 80.550, -0.458, 0.884, -0.984
, 80.600, -0.505, 0.860, -0.959
, 80.650, -0.474, 0.876, -0.918
, 80.700, -0.458, 0.884, -0.934
, 80.750, -0.458, 0.876, -0.967
, 80.800, -0.466, 0.876, -0.942
, 80.850, -0.543, 0.853, -0.959
, 80.900, -0.481, 0.884, -0.951
, 80.950, -0.489, 0.876, -0.984
, 81.000, -0.481, 0.830, -0.959
, 81.050, -0.458, 0.884, -0.959
, 81.100, -0.481, 0.876, -0.967
, 81.150, -0.489, 0.891, -0.934
, 81.200, -0.481, 0.868, -0.967
, 81.250, -0.474, 0.876, -0.967
, 81.300, -0.481, 0.876, -0.959
, 81.350, -0.474, 0.868, -0.942
, 81.400, -0.481, 0.876, -0.951
, 81.450, -0.474, 0.853, -0.992
, 81.500, -0.489, 0.884, -0.934
, 81.550, -0.466, 0.884, -0.959
, 81.600, -0.474, 0.884, -0.959
, 81.650, -0.489, 0.868, -0.975
, 81.700, -0.481, 0.876, -0.975
, 81.750, -0.466, 0.860, -0.975
, 81.800, -0.474, 0.884, -0.951
, 81.850, -0.474, 0.868, -0.951
, 81.900, -0.481, 0.876, -0.942
, 81.950, -0.481, 0.868, -0.967
, 82.000, -0.481, 0.891, -0.942
, 82.050, -0.474, 0.868, -0.934
, 82.100, -0.481, 0.884, -0.951
, 82.150, -0.474, 0.868, -0.975
, 82.200, -0.474, 0.868, -0.951
, 82.250, -0.466, 0.884, -0.984
, 82.300, -0.474, 0.876, -0.967
, 82.350, -0.505, 0.914, -0.860
, 82.400, -0.481, 0.876, -0.901
, 82.450, -0.466, 0.868, -0.942
, 82.500, -0.466, 0.884, -0.934
, 82.550, -0.481, 0.868, -0.959
, 82.600, -0.466, 0.907, -0.951
, 82.650, -0.481, 0.853, -0.959
, 82.700, -0.458, 0.876, -0.942
, 82.750, -0.458, 0.891, -0.967
, 82.800, -0.474, 0.876, -0.992
, 82.850, -0.474, 0.884, -0.918
, 82.900, -0.466, 0.884, -0.918
, 82.950, -0.474, 0.860, -0.975
, 83.000, -0.481, 0.837, -0.901
, 83.050, -0.497, 0.860, -0.951
, 83.100, -0.497, 0.876, -0.951
, 83.150, -0.489, 0.876, -0.951
, 83.200, -0.489, 0.868, -0.942
, 83.250, -0.466, 0.891, -0.951
, 83.300, -0.474, 0.876, -0.959
, 83.350, -0.481, 0.876, -0.918
, 83.400, -0.474, 0.876, -0.975
, 83.450, -0.489, 0.868, -0.934
, 83.500, -0.481, 0.876, -0.959
, 83.550, -0.474, 0.876, -0.951
, 83.600, -0.489, 0.876, -0.942
, 83.650, -0.489, 0.876, -0.959
, 83.700, -0.481, 0.876, -0.934
, 83.750, -0.481, 0.884, -0.934
, 83.800, -0.481, 0.860, -0.975
, 83.850, -0.481, 0.884, -0.934
, 83.900, -0.489, 0.876, -0.942
, 83.950, -0.474, 0.876, -0.926
, 84.000, -0.474, 0.868, -0.984
, 84.050, -0.474, 0.884, -0.926
, 84.100, -0.481, 0.876, -0.926
, 84.150, -0.489, 0.860, -0.926
, 84.200, -0.474, 0.868, -0.926
, 84.250, -0.474, 0.876, -0.942
, 84.300, -0.466, 0.884, -0.942
, 84.350, -0.443, 0.914, -0.910
, 84.400, -0.512, 0.860, -0.910
, 84.450, -0.481, 0.876, -0.926
, 84.500, -0.458, 0.860, -0.959
, 84.550, -0.489, 0.891, -0.901
, 84.600, -0.474, 0.876, -0.918
, 84.650, -0.489, 0.860, -0.885
, 84.700, -0.466, 0.884, -0.951
, 84.750, -0.474, 0.876, -0.893
, 84.800, -0.420, 0.891, -0.910
, 84.850, -0.427, 0.891, -0.942
, 84.900, -0.505, 0.868, -0.893
, 84.950, -0.481, 0.868, -0.918
, 85.000, -0.489, 0.884, -0.901
, 85.050, -0.466, 0.953, -1.049
, 85.100, -0.404, 0.884, -0.827
, 85.150, -0.474, 0.853, -0.901
, 85.200, -0.481, 0.830, -1.008
, 85.250, -0.489, 0.938, -0.852
, 85.300, -0.412, 0.876, -0.942
, 85.350, -0.435, 0.891, -0.967
, 85.400, -0.458, 0.922, -0.926
, 85.450, -0.466, 0.891, -0.959
, 85.500, -0.451, 0.876, -0.959
, 85.550, -0.481, 0.914, -0.926
, 85.600, -0.458, 0.891, -0.926
, 85.650, -0.443, 0.899, -0.926
, 85.700, -0.443, 0.907, -0.959
, 85.750, -0.458, 0.884, -0.951
, 85.800, -0.466, 0.907, -0.910
, 85.850, -0.435, 0.907, -0.901
, 85.900, -0.458, 0.868, -0.992
, 85.950, -0.458, 0.876, -0.934
, 86.000, -0.443, 0.907, -0.918
, 86.050, -0.443, 0.907, -0.926
, 86.100, -0.443, 0.899, -0.926
, 86.150, -0.443, 0.891, -0.918
, 86.200, -0.443, 0.899, -0.893
, 86.250, -0.451, 0.891, -0.893
, 86.300, -0.458, 0.868, -0.901
, 86.350, -0.443, 0.891, -0.885
, 86.400, -0.443, 0.907, -0.893
, 86.450, -0.435, 0.891, -0.893
, 86.500, -0.443, 0.891, -0.877
, 86.550, -0.443, 0.876, -0.877
, 86.600, -0.443, 0.891, -0.868
, 86.650, -0.443, 0.891, -0.877
, 86.700, -0.443, 0.891, -0.860
, 86.750, -0.443, 0.891, -0.877
, 86.800, -0.435, 0.891, -0.885
, 86.850, -0.435, 0.891, -0.877
, 86.900, -0.443, 0.891, -0.885
, 86.950, -0.443, 0.899, -0.893
, 87.000, -0.427, 0.884, -0.910
, 87.050, -0.443, 0.907, -0.885
, 87.100, -0.427, 0.891, -0.893
, 87.150, -0.427, 0.891, -0.910
, 87.200, -0.435, 0.884, -0.893
, 87.250, -0.435, 0.891, -0.893
, 87.300, -0.427, 0.899, -0.885
, 87.350, -0.435, 0.891, -0.893
, 87.400, -0.427, 0.899, -0.877
, 87.450, -0.435, 0.907, -0.885
, 87.500, -0.435, 0.891, -0.893
, 87.550, -0.435, 0.891, -0.893
, 87.600, -0.435, 0.891, -0.885
, 87.650, -0.435, 0.891, -0.893
, 87.700, -0.435, 0.891, -0.877
, 87.750, -0.435, 0.891, -0.893
, 87.800, -0.427, 0.891, -0.885
, 87.850, -0.435, 0.891, -0.910
, 87.900, -0.435, 0.891, -0.885
, 87.950, -0.427, 0.899, -0.885
, 88.000, -0.435, 0.884, -0.885
, 88.050, -0.435, 0.891, -0.901
, 88.100, -0.435, 0.907, -0.885
, 88.150, -0.435, 0.891, -0.901
, 88.200, -0.435, 0.891, -0.893
, 88.250, -0.435, 0.891, -0.893
, 88.300, -0.443, 0.907, -0.893
, 88.350, -0.435, 0.891, -0.910
, 88.400, -0.435, 0.907, -0.893
, 88.450, -0.435, 0.891, -0.901
, 88.500, -0.443, 0.891, -0.901
, 88.550, -0.443, 0.899, -0.893
, 88.600, -0.435, 0.891, -0.893
, 88.650, -0.443, 0.891, -0.893
, 88.700, -0.435, 0.891, -0.901
, 88.750, -0.443, 0.891, -0.901
, 88.800, -0.435, 0.899, -0.893
, 88.850, -0.435, 0.884, -0.918
, 88.900, -0.443, 0.891, -0.910
, 88.950, -0.443, 0.891, -0.901
, 89.000, -0.443, 0.891, -0.893
, 89.050, -0.451, 0.891, -0.893
, 89.100, -0.458, 0.876, -0.901
, 89.150, -0.497, 0.837, -0.918
, 89.200, -0.451, 0.876, -0.893
, 89.250, -0.373, 0.984, -0.893
, 89.300, -0.435, 0.868, -0.942
, 89.350, -0.489, 0.876, -0.942
, 89.400, -0.512, 0.876, -0.951
, 89.450, -0.481, 0.884, -0.893
, 89.500, -0.481, 0.868, -0.934
, 89.550, -0.489, 0.876, -0.926
, 89.600, -0.474, 0.876, -0.918
, 89.650, -0.474, 0.876, -0.942
, 89.700, -0.481, 0.876, -0.910
, 89.750, -0.481, 0.876, -0.942
, 89.800, -0.481, 0.876, -0.918
, 89.850, -0.474, 0.884, -0.918
, 89.900, -0.474, 0.868, -0.942
, 89.950, -0.474, 0.884, -0.918
, 90.000, -0.474, 0.868, -0.942
, 90.050, -0.489, 0.868, -0.934
, 90.100, -0.481, 0.876, -0.926
, 90.150, -0.474, 0.876, -0.934
, 90.200, -0.481, 0.884, -0.918
, 90.250, -0.474, 0.868, -0.951
, 90.300, -0.474, 0.876, -0.910
, 90.350, -0.489, 0.884, -0.926
, 90.400, -0.466, 0.868, -0.951
, 90.450, -0.481, 0.884, -0.901
, 90.500, -0.474, 0.868, -0.942
, 90.550, -0.489, 0.876, -0.926
, 90.600, -0.474, 0.876, -0.934
, 90.650, -0.474, 0.876, -0.926
, 90.700, -0.481, 0.876, -0.926
, 90.750, -0.481, 0.876, -0.942
, 90.800, -0.474, 0.876, -0.926
, 90.850, -0.474, 0.884, -0.918
, 90.900, -0.474, 0.868, -0.951
, 90.950, -0.474, 0.884, -0.918
, 91.000, -0.474, 0.876, -0.934
, 91.050, -0.481, 0.884, -0.926
, 91.100, -0.474, 0.876, -0.926
, 91.150, -0.481, 0.884, -0.910
, 91.200, -0.466, 0.876, -0.926
, 91.250, -0.443, 0.891, -0.934
, 91.300, -0.373, 0.907, -0.951
, 91.350, -0.404, 0.899, -0.967
, 91.400, -0.543, 0.822, -1.000
, 91.450, -0.566, 0.806, -0.967
, 91.500, -0.481, 0.899, -0.992
, 91.550, -0.466, 0.891, -0.967
, 91.600, -0.427, 0.914, -0.967
, 91.650, -0.458, 0.876, -0.975
, 91.700, -0.474, 0.884, -0.926
, 91.750, -0.466, 0.891, -0.984
, 91.800, -0.435, 0.899, -0.942
, 91.850, -0.466, 0.884, -1.000
, 91.900, -0.458, 0.884, -0.959
, 91.950, -0.466, 0.891, -0.967
, 92.000, -0.451, 0.907, -0.967
, 92.050, -0.458, 0.884, -0.959
, 92.100, -0.474, 0.891, -0.967
, 92.150, -0.458, 0.876, -0.975
, 92.200, -0.458, 0.884, -0.959
, 92.250, -0.466, 0.884, -0.975
, 92.300, -0.466, 0.899, -0.984
, 92.350, -0.458, 0.884, -0.984
, 92.400, -0.466, 0.868, -0.984
, 92.450, -0.474, 0.891, -0.951
, 92.500, -0.466, 0.868, -0.975
, 92.550, -0.466, 0.891, -0.951
, 92.600, -0.466, 0.868, -1.000
, 92.650, -0.458, 0.868, -0.992
, 92.700, -0.474, 0.899, -0.951
, 92.750, -0.466, 0.876, -0.984
, 92.800, -0.474, 0.884, -0.967
, 92.850, -0.481, 0.899, -0.951
, 92.900, -0.458, 0.868, -0.984
, 92.950, -0.466, 0.891, -0.984
, 93.000, -0.466, 0.884, -0.967
, 93.050, -0.474, 0.876, -0.984
, 93.100, -0.474, 0.884, -0.967
, 93.150, -0.458, 0.891, -0.967
, 93.200, -0.466, 0.876, -0.992
, 93.250, -0.474, 0.884, -0.984
, 93.300, -0.466, 0.891, -0.975
, 93.350, -0.474, 0.884, -0.975
, 93.400, -0.458, 0.876, -0.975
, 93.450, -0.474, 0.891, -0.959
, 93.500, -0.451, 0.876, -0.975
, 93.550, -0.474, 0.884, -0.975
, 93.600, -0.466, 0.891, -0.959
, 93.650, -0.458, 0.876, -0.984
, 93.700, -0.458, 0.876, -0.992
, 93.750, -0.474, 0.899, -0.934
, 93.800, -0.443, 0.868, -0.984
, 93.850, -0.458, 0.884, -0.959
, 93.900, -0.474, 0.884, -0.951
, 93.950, -0.458, 0.868, -0.992
, 94.000, -0.466, 0.899, -0.951
, 94.050, -0.451, 0.876, -0.967
, 94.100, -0.458, 0.868, -0.975
, 94.150, -0.466, 0.876, -0.959
, 94.200, -0.458, 0.891, -0.959
, 94.250, -0.451, 0.876, -0.984
, 94.300, -0.466, 0.853, -0.975
, 94.350, -0.458, 0.891, -0.926
, 94.400, -0.466, 0.876, -0.967
, 94.450, -0.466, 0.884, -0.967
, 94.500, -0.466, 0.884, -0.967
, 94.550, -0.458, 0.884, -0.984
, 94.600, -0.458, 0.876, -0.967
, 94.650, -0.474, 0.884, -0.975
, 94.700, -0.458, 0.884, -1.000
, 94.750, -0.466, 0.876, -1.000
, 94.800, -0.474, 0.876, -0.951
, 94.850, -0.466, 0.876, -0.951
, 94.900, -0.466, 0.891, -0.984
, 94.950, -0.474, 0.884, -0.975
, 95.000, -0.466, 0.884, -0.975
, 95.050, -0.466, 0.876, -0.967
, 95.100, -0.474, 0.884, -0.959
, 95.150, -0.474, 0.876, -1.000
, 95.200, -0.474, 0.868, -0.975
, 95.250, -0.474, 0.876, -0.984
, 95.300, -0.466, 0.884, -0.967
, 95.350, -0.458, 0.876, -0.992
, 95.400, -0.481, 0.884, -0.959
, 95.450, -0.474, 0.899, -0.984
, 95.500, -0.466, 0.876, -0.984
, 95.550, -0.466, 0.876, -0.967
, 95.600, -0.474, 0.860, -0.975
, 95.650, -0.458, 0.907, -0.984
, 95.700, -0.481, 0.876, -0.984
, 95.750, -0.481, 0.876, -0.975
, 95.800, -0.451, 0.884, -0.984
, 95.850, -0.466, 0.907, -0.967
, 95.900, -0.474, 0.876, -0.992
, 95.950, -0.466, 0.876, -0.992
, 96.000, -0.466, 0.860, -0.984
, 96.050, -0.466, 0.899, -0.975
, 96.100, -0.481, 0.891, -0.975
, 96.150, -0.435, 0.860, -1.016
, 96.200, -0.458, 0.899, -0.967
, 96.250, -0.497, 0.899, -0.984
, 96.300, -0.458, 0.845, -0.992
, 96.350, -0.443, 0.914, -0.951
, 96.400, -0.474, 0.884, -1.033
, 96.450, -0.466, 0.891, -0.975
, 96.500, -0.451, 0.876, -1.000
, 96.550, -0.481, 0.891, -0.992
, 96.600, -0.520, 0.814, -1.181
, 96.650, -0.528, 0.876, -0.918
, 96.700, -0.551, 0.837, -0.959
, 96.750, -0.396, 0.953, -0.926
, 96.800, -0.458, 0.876, -0.975
, 96.850, -0.435, 0.876, -0.984
, 96.900, -0.505, 0.868, -0.975
, 96.950, -0.474, 0.876, -0.951
, 97.000, -0.481, 0.876, -0.967
, 97.050, -0.466, 0.868, -0.942
, 97.100, -0.451, 0.876, -0.959
, 97.150, -0.466, 0.884, -0.926
, 97.200, -0.466, 0.891, -0.942
, 97.250, -0.474, 0.891, -0.934
, 97.300, -0.466, 0.884, -0.918
, 97.350, -0.458, 0.860, -0.959
, 97.400, -0.474, 0.884, -0.910
, 97.450, -0.466, 0.891, -0.926
, 97.500, -0.466, 0.884, -0.934
, 97.550, -0.466, 0.884, -0.926
, 97.600, -0.474, 0.868, -0.910
, 97.650, -0.466, 0.884, -0.910
, 97.700, -0.474, 0.884, -0.918
, 97.750, -0.466, 0.876, -0.918
, 97.800, -0.458, 0.876, -0.918
, 97.850, -0.466, 0.884, -0.901
, 97.900, -0.458, 0.884, -0.901
, 97.950, -0.466, 0.876, -0.901
, 98.000, -0.451, 0.868, -0.893
, 98.050, -0.466, 0.876, -0.910
, 98.100, -0.458, 0.884, -0.901
, 98.150, -0.458, 0.876, -0.893
, 98.200, -0.458, 0.876, -0.910
, 98.250, -0.458, 0.876, -0.910
, 98.300, -0.466, 0.884, -0.901
, 98.350, -0.458, 0.884, -0.885
, 98.400, -0.458, 0.884, -0.901
, 98.450, -0.458, 0.876, -0.901
, 98.500, -0.466, 0.884, -0.885
, 98.550, -0.458, 0.876, -0.910
, 98.600, -0.458, 0.884, -0.910
, 98.650, -0.458, 0.891, -0.901
, 98.700, -0.458, 0.891, -0.910
, 98.750, -0.466, 0.884, -0.918
, 98.800, -0.474, 0.876, -0.910
, 98.850, -0.466, 0.876, -0.918
, 98.900, -0.466, 0.876, -0.910
, 98.950, -0.458, 0.891, -0.910
, 99.000, -0.466, 0.876, -0.910
, 99.050, -0.474, 0.884, -0.910
, 99.100, -0.466, 0.876, -0.910
, 99.150, -0.466, 0.876, -0.910
, 99.200, -0.474, 0.876, -0.918
, 99.250, -0.466, 0.876, -0.901
, 99.300, -0.466, 0.884, -0.918
, 99.350, -0.474, 0.884, -0.910
, 99.400, -0.474, 0.884, -0.910
, 99.450, -0.466, 0.868, -0.934
, 99.500, -0.481, 0.891, -0.926
, 99.550, -0.466, 0.884, -0.910
, 99.600, -0.474, 0.876, -0.918
, 99.650, -0.474, 0.884, -0.918
, 99.700, -0.466, 0.876, -0.918
, 99.750, -0.474, 0.876, -0.926
